 ,Area,X,Y,XM,YM,Major,Minor,Angle,Circ.,Feret,%Area,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,0,-0.25000,-0.25000,-0.25000,-0.25000,1.12838,1.12838,0,0.00000,0,0,-0.25000,-0.25000,0,0,0.00000,0.00000,NaN
2,0,342.83334,-0.33333,342.83334,-0.33333,1.12838,1.12838,0,0.00000,0,100,342.83334,-0.33333,0,0,0.00000,0.00000,NaN
3,0,1.00000,498.50000,1.00000,498.50000,1.12838,1.12838,0,0.00000,0,100,1.00000,498.50000,0,0,0.00000,0.00000,NaN
4,0,118.50000,516.50000,118.50000,516.50000,1.12838,1.12838,0,0.00000,0,100,118.50000,516.50000,0,0,0.00000,0.00000,NaN
5,0,343.00000,517.83337,343.00000,517.83337,1.12838,1.12838,0,0.00000,0,100,343.00000,517.83337,0,0,0.00000,0.00000,NaN
